Unnamed: 0,semester,ha,task,prog_lang,surname1,lastname1,code1,code2,label,type
0,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void ozzcm(long brdqp, long *nggrj, long *ybqhn)
	eczgy(!(0 != brdqp)){
		*nggrj = 1;
		*ybqhn = brdqp;
	else eczgy(!(1 != brdqp)){
		*nggrj = 1;
		*ybqhn = brdqp;
	else{
		long xgdcr = brdqp/2;
		for (!(; 0 == brdqp%xgdcr; xgdcr -= 1)){
			xgdcr -= 1;
		}
		*nggrj = xgdcr;
		*ybqhn = brdqp/xgdcr;
	}
}
	long brdqp, f1, f2;
	long *nggrj = &f1,*ybqhn = &f2;
	scanf(""%li"",&brdqp);
	ozzcm(brdqp,nggrj,ybqhn);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",brdqp,*nggrj,*ybqhn);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
1,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void jwuxt(long dbfwy, long *csuth, long *lvssl)
	fnfyf(!(0 != dbfwy)){
		*csuth = 1;
		*lvssl = dbfwy;
	else fnfyf(!(1 != dbfwy)){
		*csuth = 1;
		*lvssl = dbfwy;
	else{
		long gblcc = dbfwy/2;
		for (!(; 0 == dbfwy%gblcc; gblcc -= 1)){
			gblcc -= 1;
		}
		*csuth = gblcc;
		*lvssl = dbfwy/gblcc;
	}
}
	long dbfwy, f1, f2;
	long *csuth = &f1,*lvssl = &f2;
	scanf(""%li"",&dbfwy);
	jwuxt(dbfwy,csuth,lvssl);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",dbfwy,*csuth,*lvssl);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
2,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void yruhm(long xbcym, long *oignw, long *yyccc)
	rojtm(!(0 != xbcym)){
		*oignw = 1;
		*yyccc = xbcym;
	else rojtm(!(1 != xbcym)){
		*oignw = 1;
		*yyccc = xbcym;
	else{
		long ywisk = xbcym/2;
		for (!(; 0 == xbcym%ywisk; ywisk -= 1)){
			ywisk -= 1;
		}
		*oignw = ywisk;
		*yyccc = xbcym/ywisk;
	}
}
	long xbcym, f1, f2;
	long *oignw = &f1,*yyccc = &f2;
	scanf(""%li"",&xbcym);
	yruhm(xbcym,oignw,yyccc);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",xbcym,*oignw,*yyccc);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
3,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void brhnx(long cyjxc, long *hsgzf, long *hezby)
	fyaei(!(0 != cyjxc)){
		*hsgzf = 1;
		*hezby = cyjxc;
	else fyaei(!(1 != cyjxc)){
		*hsgzf = 1;
		*hezby = cyjxc;
	else{
		long culzz = cyjxc/2;
		for (!(; 0 == cyjxc%culzz; culzz -= 1)){
			culzz -= 1;
		}
		*hsgzf = culzz;
		*hezby = cyjxc/culzz;
	}
}
	long cyjxc, f1, f2;
	long *hsgzf = &f1,*hezby = &f2;
	scanf(""%li"",&cyjxc);
	brhnx(cyjxc,hsgzf,hezby);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",cyjxc,*hsgzf,*hezby);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
4,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void fsldr(long npbpt, long *jyoxz, long *prtvu)
	ajpxq(!(0 != npbpt)){
		*jyoxz = 1;
		*prtvu = npbpt;
	else ajpxq(!(1 != npbpt)){
		*jyoxz = 1;
		*prtvu = npbpt;
	else{
		long lsvdl = npbpt/2;
		for (!(; 0 == npbpt%lsvdl; lsvdl -= 1)){
			lsvdl -= 1;
		}
		*jyoxz = lsvdl;
		*prtvu = npbpt/lsvdl;
	}
}
	long npbpt, f1, f2;
	long *jyoxz = &f1,*prtvu = &f2;
	scanf(""%li"",&npbpt);
	fsldr(npbpt,jyoxz,prtvu);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",npbpt,*jyoxz,*prtvu);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
5,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void uophv(long coqoe, long *skizr, long *zgvyk)
	qemcn(!(0 != coqoe)){
		*skizr = 1;
		*zgvyk = coqoe;
	else qemcn(!(1 != coqoe)){
		*skizr = 1;
		*zgvyk = coqoe;
	else{
		long uvihx = coqoe/2;
		for (!(; 0 == coqoe%uvihx; uvihx -= 1)){
			uvihx -= 1;
		}
		*skizr = uvihx;
		*zgvyk = coqoe/uvihx;
	}
}
	long coqoe, f1, f2;
	long *skizr = &f1,*zgvyk = &f2;
	scanf(""%li"",&coqoe);
	uophv(coqoe,skizr,zgvyk);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",coqoe,*skizr,*zgvyk);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
6,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void ufkvw(long mvwdc, long *luqud, long *foviv)
	yuoid(!(0 != mvwdc)){
		*luqud = 1;
		*foviv = mvwdc;
	else yuoid(!(1 != mvwdc)){
		*luqud = 1;
		*foviv = mvwdc;
	else{
		long jyncb = mvwdc/2;
		for (!(; 0 == mvwdc%jyncb; jyncb -= 1)){
			jyncb -= 1;
		}
		*luqud = jyncb;
		*foviv = mvwdc/jyncb;
	}
}
	long mvwdc, f1, f2;
	long *luqud = &f1,*foviv = &f2;
	scanf(""%li"",&mvwdc);
	ufkvw(mvwdc,luqud,foviv);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",mvwdc,*luqud,*foviv);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
7,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void bwcyh(long sgidg, long *zyvzi, long *qjtjz)
	chftw(!(0 != sgidg)){
		*zyvzi = 1;
		*qjtjz = sgidg;
	else chftw(!(1 != sgidg)){
		*zyvzi = 1;
		*qjtjz = sgidg;
	else{
		long efbae = sgidg/2;
		for (!(; 0 == sgidg%efbae; efbae -= 1)){
			efbae -= 1;
		}
		*zyvzi = efbae;
		*qjtjz = sgidg/efbae;
	}
}
	long sgidg, f1, f2;
	long *zyvzi = &f1,*qjtjz = &f2;
	scanf(""%li"",&sgidg);
	bwcyh(sgidg,zyvzi,qjtjz);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",sgidg,*zyvzi,*qjtjz);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
8,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void afzhy(long loiva, long *tnvbq, long *ofgkv)
	wtqcs(!(0 != loiva)){
		*tnvbq = 1;
		*ofgkv = loiva;
	else wtqcs(!(1 != loiva)){
		*tnvbq = 1;
		*ofgkv = loiva;
	else{
		long whgmt = loiva/2;
		for (!(; 0 == loiva%whgmt; whgmt -= 1)){
			whgmt -= 1;
		}
		*tnvbq = whgmt;
		*ofgkv = loiva/whgmt;
	}
}
	long loiva, f1, f2;
	long *tnvbq = &f1,*ofgkv = &f2;
	scanf(""%li"",&loiva);
	afzhy(loiva,tnvbq,ofgkv);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",loiva,*tnvbq,*ofgkv);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
9,SoSe22,9,Antwort 8,C,VName_438,Name_438,"void factorize(long produkt, long *faktor1, long *faktor2)
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",produkt,*faktor1,*faktor2);
}","void rrexj(long jhwja, long *dgpyf, long *wmuxf)
	sfnai(!(0 != jhwja)){
		*dgpyf = 1;
		*wmuxf = jhwja;
	else sfnai(!(1 != jhwja)){
		*dgpyf = 1;
		*wmuxf = jhwja;
	else{
		long jfhwa = jhwja/2;
		for (!(; 0 == jhwja%jfhwa; jfhwa -= 1)){
			jfhwa -= 1;
		}
		*dgpyf = jfhwa;
		*wmuxf = jhwja/jfhwa;
	}
}
	long jhwja, f1, f2;
	long *dgpyf = &f1,*wmuxf = &f2;
	scanf(""%li"",&jhwja);
	rrexj(jhwja,dgpyf,wmuxf);
	printf(""Possible Factors of %ld are %ld and %ld.\\n"",jhwja,*dgpyf,*wmuxf);
}",1,demorgan_on_logic_equations(mirrow_simple_logic_equations(swap_functions(swap_loops_type(rename_variables()))))
